"Player","Team","Position","DK Projection","FD Projection","Std","Half","Full","Slate","DK Ceiling","FD Ceiling"
"Kendre Miller","NO","RB","4.1","3.7","3.3","3.7","4.0","Main","9.7","9.0"
"Tyler Lockett","TEN","WR","4.0","3.2","2.4","3.2","4.0","Main","9.6","8.1"
"Elijah Moore","BUF","WR","3.8","3.3","2.8","3.3","3.8","Main","11.0","10.2"
"CLE DST","CLE","DST","3.8","3.8","3.8","3.8","3.8","Main","10.2","10.2"
"Samaje Perine","CIN","RB","3.6","3.0","2.3","3.0","3.6","Monday","9.0","7.8"
"Isaac TeSlaa","DET","WR","3.5","2.9","2.3","2.9","3.5","Main","9.6","8.5"
"Tutu Atwell","LA","WR","3.5","2.9","2.3","2.9","3.4","Main","9.3","8.2"
"Kalif Raymond","DET","WR","3.4","2.8","2.2","2.8","3.4","Main","9.4","8.3"
"Gunnar Helm","TEN","TE","3.4","2.7","1.9","2.7","3.4","Main","8.2","6.7"
"Brycen Tremayne","CAR","WR","3.2","2.6","1.9","2.6","3.2","Main","8.1","6.9"
"Antonio Gibson","NE","RB","3.2","3.0","2.8","3.0","3.2","Main","8.5","8.1"
"Tyler Johnson","NYJ","WR","3.1","2.5","1.9","2.5","3.1","Monday","8.3","7.0"
"Jahan Dotson","PHI","WR","3.1","2.5","1.9","2.5","3.1","Main","8.4","7.1"
"Elijah Arroyo","SEA","TE","3.1","2.5","1.8","2.5","3.1","Thursday","7.9","6.6"
"Raheem Mostert","LV","RB","3.0","2.7","2.4","2.7","3.0","Main","8.3","7.8"
"Ryan Flournoy","DAL","WR","2.9","2.3","1.8","2.3","2.9","Sunday","7.6","6.5"
"Darren Waller","MIA","TE","2.9","2.3","1.8","2.3","2.9","Monday","7.6","6.3"
"Kyle Juszczyk","SF","RB","2.9","2.2","1.6","2.2","2.8","Main","7.5","6.2"
"Tip Reiman","ARI","TE","2.8","2.2","1.5","2.2","2.8","Thursday","7.2","5.9"
"Tanner Hudson","CIN","TE","2.8","2.2","1.6","2.2","2.8","Monday","7.1","5.8"
"Tre' Harris","LAC","WR","2.8","2.3","1.8","2.3","2.8","Main","7.9","6.9"
"Nick Westbrook-Ikhine","MIA","WR","2.8","2.3","1.8","2.3","2.8","Monday","7.9","6.9"
"Luke Schoonmaker","DAL","TE","2.7","2.1","1.5","2.1","2.7","Sunday","7.1","5.9"
"Tyler Conklin","LAC","TE","2.7","2.2","1.6","2.2","2.7","Main","7.1","5.9"
"Drew Sample","CIN","TE","2.6","2.0","1.3","2.0","2.6","Monday","6.6","5.3"
"Luke Farrell","SF","TE","2.6","2.0","1.5","2.0","2.6","Main","6.8","5.7"
"Mitchell Evans","CAR","TE","2.5","2.0","1.5","2.0","2.5","Main","6.8","5.6"
"Jayden Higgins","HOU","WR","2.5","2.1","1.6","2.0","2.5","Main","7.2","6.2"
"Adam Thielen","MIN","WR","2.5","2.0","1.5","2.0","2.5","Other","7.1","6.0"
"Will Shipley","PHI","RB","2.5","2.2","1.8","2.2","2.5","Main","8.0","7.4"
"Dylan Sampson","CLE","RB","2.3","1.9","1.6","1.9","2.3","Main","6.4","5.6"
"Emanuel Wilson","GB","RB","2.3","2.2","2.1","2.2","2.3","Sunday","6.9","6.6"
"John FitzPatrick","GB","TE","2.3","1.8","1.4","1.8","2.3","Sunday","6.6","5.6"
"Dylan Laube","LV","RB","2.3","1.8","1.4","1.8","2.3","Main","6.4","5.4"
"Hassan Haskins","LAC","RB","2.3","2.2","2.0","2.2","2.3","Main","7.0","6.7"
"Davis Allen","LA","TE","2.3","1.9","1.4","1.9","2.3","Main","6.6","5.6"
"Tanner Conner","MIA","TE","2.3","1.8","1.4","1.8","2.3","Monday","6.4","5.3"
"NO DST","NO","DST","2.3","2.3","2.3","2.3","2.3","Main","8.1","8.1"
"Adam Trautman","DEN","TE","2.2","1.8","1.3","1.8","2.2","Monday","6.3","5.3"
"Chris Brooks","GB","RB","2.2","1.7","1.3","1.7","2.2","Sunday","6.1","5.2"
"LeQuint Allen","JAX","RB","2.2","1.8","1.4","1.8","2.2","Main","6.4","5.5"
"Trent Sherfield","DEN","WR","2.1","1.7","1.3","1.7","2.0","Monday","6.2","5.3"
"Tez Johnson","TB","WR","2.0","1.7","1.3","1.7","2.0","Main","6.3","5.4"
"Luke Musgrave","GB","TE","1.9","1.5","1.1","1.5","1.8","Sunday","5.6","4.6"
"Tim Patrick","JAX","WR","1.9","1.5","1.2","1.5","1.9","Main","5.7","4.9"
"Roman Wilson","PIT","WR","1.9","1.6","1.2","1.6","1.9","Other","6.0","5.0"
"Lucas Krull","DEN","TE","1.8","1.4","1.1","1.4","1.8","Monday","5.4","4.5"
"Brashard Smith","KC","RB","1.8","1.5","1.3","1.5","1.8","Main","5.3","4.7"
"Josh Oliver","MIN","TE","1.8","1.4","1.0","1.4","1.8","Other","5.4","4.4"
"Devaughn Vele","NO","WR","1.8","1.4","1.1","1.4","1.8","Main","5.4","4.5"
"Jeremy Ruckert","NYJ","TE","1.8","1.4","1.0","1.4","1.7","Monday","5.1","4.2"
"Elijah Higgins","ARI","TE","1.7","1.4","1.0","1.4","1.7","Thursday","5.2","4.3"
"Tylan Wallace","BAL","WR","1.7","1.4","1.1","1.4","1.7","Main","5.6","4.8"
"Durham Smythe","CHI","TE","1.7","1.4","1.0","1.4","1.7","Main","5.2","4.3"
"Savion Williams","GB","WR","1.7","1.6","1.5","1.6","1.7","Sunday","6.8","6.5"
"Malik Heath","GB","WR","1.7","1.4","1.1","1.4","1.6","Sunday","5.4","4.6"
"Julian Hill","MIA","TE","1.7","1.4","1.0","1.4","1.7","Monday","5.2","4.2"
"Darnell Washington","PIT","TE","1.7","1.4","1.0","1.4","1.7","Other","5.1","4.1"
"Ryan Miller","TB","WR","1.7","1.4","1.1","1.4","1.7","Main","5.4","4.7"
"Tyler Badie","DEN","RB","1.6","1.3","1.0","1.3","1.6","Monday","5.1","4.3"
"Harrison Bryant","HOU","TE","1.6","1.2","0.9","1.2","1.6","Main","4.9","4.0"
"Ashton Dulin","IND","WR","1.6","1.3","1.0","1.3","1.6","Main","5.2","4.4"
"Isaiah Davis","NYJ","RB","1.6","1.3","1.0","1.3","1.6","Monday","4.8","4.0"
"Casey Washington","ATL","WR","1.5","1.2","0.9","1.2","1.5","Main","4.8","4.1"
"Jamari Thrash","CLE","WR","1.5","1.2","0.9","1.2","1.5","Main","4.7","3.9"
"Mo Alie-Cox","IND","TE","1.5","1.2","0.9","1.2","1.5","Main","4.8","4.0"
"Hunter Long","JAX","TE","1.5","1.2","0.8","1.2","1.5","Main","4.5","3.7"
"Jack Bech","LV","WR","1.5","1.2","1.0","1.2","1.5","Main","5.0","4.3"
"Colby Parkinson","LA","TE","1.5","1.2","0.9","1.2","1.5","Main","4.8","4.0"
"Pat Bryant","DEN","WR","1.4","1.2","0.9","1.2","1.4","Monday","4.8","4.0"
"Alec Ingold","MIA","RB","1.4","1.1","0.8","1.1","1.4","Monday","4.5","3.7"
"Brock Wright","DET","TE","1.3","1.0","0.7","1.0","1.3","Main","4.2","3.5"
"Julius Chestnut","TEN","RB","1.3","1.2","1.0","1.2","1.3","Main","4.2","3.9"
"Jaylin Noel","HOU","WR","1.2","1.0","0.7","1.0","1.2","Main","4.2","3.5"
"Ian Thomas","LV","TE","1.2","1.0","0.7","1.0","1.2","Main","4.0","3.3"
"Van Jefferson","TEN","WR","1.2","1.0","0.7","1.0","1.2","Main","4.2","3.5"
"DJ Giddens","IND","RB","1.1","1.0","0.9","1.0","1.1","Main","4.3","4.1"
"Johnny Mundt","JAX","TE","1.1","0.9","0.6","0.9","1.1","Main","3.7","3.0"
"Kyle Williams","NE","WR","1.1","0.9","0.7","0.9","1.1","Main","4.1","3.4"
"Ben Sinnott","WAS","TE","1.1","0.8","0.6","0.8","1.0","Main","3.7","3.0"
"Charlie Kolar","BAL","TE","1.0","0.8","0.6","0.8","1.0","Main","3.6","3.0"
"Jackson Hawes","BUF","TE","1.0","0.8","0.6","0.8","1.0","Main","3.6","3.1"
"Cam Grandy","CIN","TE","1.0","0.8","0.6","0.8","1.0","Monday","3.4","2.7"
"Tyler Goodson","IND","RB","1.0","0.9","0.8","0.9","1.0","Main","3.8","3.6"
"Devontez Walker","BAL","WR","0.9","0.7","0.6","0.7","0.9","Main","3.4","2.9"
"Brevyn Spann-Ford","DAL","TE","0.9","0.7","0.5","0.7","0.9","Sunday","3.2","2.6"
"Arian Smith","NYJ","WR","0.9","0.7","0.5","0.7","0.9","Monday","3.3","2.7"
"Curtis Samuel","BUF","WR","0.8","0.6","0.5","0.6","0.8","Main","3.1","2.5"
"Tyrell Shavers","BUF","WR","0.8","0.7","0.6","0.7","0.8","Main","3.5","2.9"
"Cam Akers","MIN","RB","0.8","0.8","0.7","0.8","0.8","Other","3.1","2.9"
"Jack Stoll","NO","TE","0.8","0.6","0.4","0.6","0.8","Main","2.9","2.3"
"Daniel Bellinger","NYG","TE","0.8","0.6","0.4","0.6","0.8","Main","2.9","2.2"
"Dee Eskridge","MIA","WR","0.7","0.6","0.4","0.6","0.7","Monday","2.7","2.2"
"Brady Russell","SEA","TE","0.7","0.7","0.7","0.7","0.7","Thursday","3.1","3.0"
"Payne Durham","TB","TE","0.7","0.6","0.5","0.6","0.7","Main","2.8","2.3"
"KeAndre Lambert-Smith","LAC","WR","0.6","0.5","0.5","0.5","0.6","Main","2.7","2.4"
"Tucker Fisk","LAC","TE","0.6","0.5","0.4","0.5","0.6","Main","2.4","1.9"
"Ben Skowronek","PIT","WR","0.6","0.4","0.3","0.4","0.6","Other","2.2","1.8"
"Jake Bobo","SEA","WR","0.6","0.5","0.4","0.5","0.6","Thursday","2.5","2.0"
"Xavier Weaver","ARI","WR","0.5","0.4","0.3","0.4","0.5","Thursday","2.1","1.7"
"Charlie Woerner","ATL","TE","0.5","0.4","0.3","0.4","0.5","Main","2.0","1.6"
"Trevor Etienne","CAR","RB","0.5","0.5","0.4","0.5","0.5","Main","2.0","1.9"
"Mitchell Tinsley","CIN","WR","0.5","0.4","0.3","0.4","0.5","Monday","2.1","1.7"
"Kimani Vidal","LAC","RB","0.5","0.5","0.5","0.5","0.5","Main","2.1","2.1"
"Scotty Miller","PIT","WR","0.5","0.4","0.3","0.4","0.5","Other","2.2","1.8"
"Eric Saubert","SEA","TE","0.5","0.4","0.3","0.4","0.5","Thursday","2.0","1.5"
"Michael Carter","ARI","RB","0.4","0.4","0.4","0.4","0.4","Thursday","1.7","1.7"
"Roschon Johnson","CHI","RB","0.4","0.4","0.3","0.4","0.4","Main","1.6","1.5"
"Tahj Brooks","CIN","RB","0.4","0.4","0.4","0.4","0.4","Monday","2.1","2.1"
"Hunter Luepke","DAL","RB","0.4","0.4","0.3","0.4","0.4","Sunday","1.8","1.5"
"Adam Prentice","DEN","RB","0.4","0.4","0.3","0.4","0.4","Monday","1.9","1.7"
"Austin Trammell","JAX","WR","0.4","0.3","0.2","0.3","0.4","Main","1.6","1.3"
"AJ Dillon","PHI","RB","0.4","0.4","0.4","0.4","0.4","Main","2.3","2.2"
"Dareke Young","SEA","WR","0.4","0.3","0.2","0.3","0.4","Thursday","1.5","1.3"
"Dalevon Campbell","CAR","WR","0.3","0.2","0.2","0.2","0.3","Main","0.9","0.7"
"James Mitchell","CAR","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Stephen Carlson","CHI","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Jalen Cropper","DAL","WR","0.3","0.2","0.2","0.2","0.3","Sunday","1.1","0.9"
"Nate Adkins","DEN","TE","0.3","0.3","0.2","0.3","0.3","Monday","1.3","1.0"
"Dare Ogunbowale","HOU","RB","0.3","0.3","0.2","0.3","0.3","Main","1.5","1.3"
"Anthony Gould","IND","WR","0.3","0.2","0.2","0.2","0.3","Main","1.0","0.8"
"Drew Ogletree","IND","TE","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"Nikko Remigio","KC","WR","0.3","0.3","0.2","0.3","0.3","Main","1.3","1.2"
"Robert Tonyan","KC","TE","0.3","0.3","0.2","0.3","0.3","Main","1.2","1.0"
"Scott Matlock","LAC","RB","0.3","0.2","0.1","0.2","0.3","Main","1.1","0.8"
"Jaylen Wright","MIA","RB","0.3","0.2","0.2","0.2","0.3","Monday","1.1","1.0"
"Chris Manhertz","NYG","TE","0.3","0.2","0.1","0.2","0.3","Main","1.0","0.8"
"Connor Heyward","PIT","TE","0.3","0.2","0.2","0.2","0.3","Other","1.1","0.8"
"Skyy Moore","SF","WR","0.3","0.2","0.2","0.2","0.3","Main","1.2","1.0"
"George Holani","SEA","RB","0.3","0.2","0.2","0.2","0.3","Thursday","1.1","1.0"
"Sean Tucker","TB","RB","0.3","0.2","0.2","0.2","0.3","Main","1.1","0.9"
"David Sills V","ATL","WR","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Rasheen Ali","BAL","RB","0.2","0.2","0.2","0.2","0.2","Main","0.7","0.7"
"Reggie Gilliam","BUF","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Blake Whiteheart","CLE","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Jalen Royals","KC","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Albert Okwuegbunam","LV","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Konata Mumpfield","LA","WR","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Xavier Smith","LA","WR","0.2","0.1","0.1","0.1","0.2","Main","0.7","0.5"
"Tank Bigsby","PHI","RB","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.8"
"John Metchie","PHI","WR","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Grant Calcaterra","PHI","TE","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Kylen Granson","PHI","TE","0.2","0.2","0.1","0.2","0.2","Main","1.0","0.8"
"Brayden Willis","SF","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Ko Kieft","TB","TE","0.2","0.1","0.1","0.1","0.2","Main","0.6","0.5"
"Tay Martin","WAS","WR","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Colson Yankoff","WAS","TE","0.2","0.2","0.1","0.2","0.2","Main","0.9","0.7"
"Bam Knight","ARI","RB","0.1","0.1","0.1","0.1","0.1","Thursday","0.6","0.6"
"Simi Fehoko","ARI","WR","0.1","0.1","0.1","0.1","0.1","Thursday","0.5","0.4"
"Teagan Quitoriano","ATL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Zaire Mitchell-Paden","BAL","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Charlie Jones","CIN","WR","0.1","0.1","0.1","0.1","0.1","Monday","0.5","0.4"
"Craig Reynolds","DET","RB","0.1","0.1","0.1","0.1","0.1","Main","0.4","0.4"
"Ross Dwelley","DET","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jakob Johnson","HOU","RB","0.1","0.1","0.0","0.1","0.1","Main","0.4","0.3"
"Quintin Morris","JAX","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.4"
"Alex Bachman","LV","WR","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Carter Runyon","LV","TE","0.1","0.1","0.1","0.1","0.1","Main","0.6","0.5"
"Jarquez Hunter","LA","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"Tai Felton","MIN","WR","0.1","0.1","0.1","0.1","0.1","Other","0.5","0.4"
"Nick Vannett","MIN","TE","0.1","0.1","0.1","0.1","0.1","Other","0.5","0.4"
"Jack Westover","NE","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Moliki Matavao","NO","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jalin Hyatt","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Beaux Collins","NYG","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Andrew Beck","NYJ","TE","0.1","0.1","0.1","0.1","0.1","Monday","0.5","0.4"
"Isaiah Williams","NYJ","WR","0.1","0.1","0.1","0.1","0.1","Monday","0.4","0.3"
"Allen Lazard","NYJ","WR","0.1","0.1","0.1","0.1","0.1","Monday","0.4","0.4"
"Isaac Guerendo","SF","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"Kameron Johnson","TB","WR","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jordan Mims","TEN","RB","0.1","0.1","0.1","0.1","0.1","Main","0.3","0.3"
"David Martin-Robinson","TEN","TE","0.1","0.1","0.1","0.1","0.1","Main","0.5","0.4"
"Jacoby Brissett","ARI","QB","0.0","0.0","0.0","0.0","0.0","Thursday","0.0","0.0"
